UserId,UserName,Date,Location,PostId,TagId,TagName
"452775","Lii","2018-05-07 12:18:15","","192649","16","python"
"505893","bluish","2018-04-18 06:25:56","Oderzo, TV, Italia","192907","16","python"
"1033581","Cœur","2018-04-22 06:23:25","Shanghai, China","199059","16","python"
"355230","martineau","2018-06-08 17:16:25","Seattle, WA","207000","16","python"
"27074","Chris Jefferson","2018-04-13 23:58:59","","209470","16","python"
"4694621","Mateusz Piotrowski","2018-04-18 19:15:07","","212358","16","python"
"42223","dreftymac","2018-06-26 22:19:56","Earth, USA","214881","16","python"
"63550","Peter Mortensen","2018-05-20 13:20:41","Gråsten, Denmark","218616","16","python"
"11387","xsl","2018-04-02 15:57:25","Austria","225735","16","python"
"4370109","Brian Tompsett - 汤莱恩","2018-06-14 10:02:08","Hull, UK","218935","16","python"
"355230","martineau","2018-06-30 11:50:10","Seattle, WA","230751","16","python"
"4766","Daryl Spitzer","2018-04-25 11:58:13","Scotts Valley, CA","230896","16","python"
"5952681","linusg","2018-05-31 12:29:56","Germany","231767","16","python"
"811","Shog9","2018-06-15 18:48:37","Colorado, United States","236407","16","python"
"720","Peter Hoffmann","2018-04-17 16:08:54","Stuttgart","237432","16","python"
"850848","Martin Prikryl","2018-06-15 06:44:03","Prague, Czechia","237699","16","python"
"426671","Taryn","2018-05-26 09:32:00","Arizona","240178","16","python"
"-1","Community","2018-06-26 00:19:05","on the server farm","245792","16","python"
"21711","Cheery","2018-05-18 11:01:21","Finland","247770","16","python"
"-1","Community","2018-05-23 18:16:13","on the server farm","250283","16","python"
"1757964","APerson","2018-06-19 08:19:21","United States","251464","16","python"
"1244383","Darshana","2018-05-04 06:50:19","993, Aluviharaya, Matale, Sri Lanka","268272","16","python"
"331137","John Flatness","2018-06-07 20:40:37","Virginia","268629","16","python"
"28380","Ali Afshar","2018-05-31 06:40:10","Mountain View, CA","273946","16","python"
"202229","smci","2018-06-15 07:24:21","Mountain View, CA","275018","16","python"
"3750381","Vasantha Ganesh K","2018-06-28 06:38:01","Hosur, India","277922","16","python"
"6237241","User12345","2018-06-28 23:04:39","","283645","16","python"
"355230","martineau","2018-04-01 23:06:38","Seattle, WA","285061","16","python"
"319403","cHao","2018-04-14 00:54:04","Richmond, VA","286150","16","python"
"1536976","Trilarion","2018-06-21 09:56:13","Germany","281888","16","python"
"355230","martineau","2018-05-21 10:59:50","Seattle, WA","287871","16","python"
"4966","Tony Meyer","2018-06-26 12:36:05","New Zealand","288546","16","python"
"145976","Charlie","2018-06-09 09:32:10","Chicago, IL, United States","290424","16","python"
"10661","S.Lott","2018-06-07 18:38:57","Norfolk, VA","291740","16","python"
"355230","martineau","2018-05-22 08:31:51","Seattle, WA","291978","16","python"
"2246344","Sam","2018-04-11 16:19:33","","293431","16","python"
"243392","Brian Burns","2018-05-26 11:38:52","Austin, TX","301134","16","python"
"667810","rmtheis","2018-06-16 16:09:39","San Luis Obispo, CA","304883","16","python"
"562769","Martin Thoma","2018-04-18 08:52:08","München, Deutschland","317413","16","python"
"19679","Brad Larson","2018-05-24 14:21:54","Madison, WI","319132","16","python"
"-1","Community","2018-04-17 01:32:01","on the server farm","312443","16","python"
"4958","ShreevatsaR","2018-06-25 05:52:17","","328107","16","python"
"623518","Chris","2018-04-27 15:48:08","United Kingdom","328851","16","python"
"9191862","Ryan A.","2018-04-05 16:31:27","Barcelona, Spain","335399","16","python"
"4284627","Donald Duck","2018-05-31 12:16:32","Duckburg","335695","16","python"
"1222951","Aran-Fey","2018-05-21 07:18:14","Austria","327776","16","python"
"3474146","alex","2018-06-29 22:57:55","USA","338768","16","python"
"1478537","Guillaume Jacquenot","2018-04-18 14:08:40","","339537","16","python"
"3474146","alex","2018-06-07 01:37:02","USA","341184","16","python"
"12870","Oli","2018-04-16 07:52:53","England, United Kingdom","346467","16","python"
"33264","MatthewMartin","2018-04-19 13:40:22","Washington, DC, United States","348392","16","python"
"1454176","Zulu","2018-04-20 06:43:00","Earth","350799","16","python"
"216074","poke","2018-04-29 04:47:29","Dortmund, Germany","352478","16","python"
"355230","martineau","2018-04-28 15:25:04","Seattle, WA","354038","16","python"
"-1","Community","2018-05-30 16:53:38","on the server farm","354883","16","python"
"1748763","Petros Koutsolampros","2018-06-02 09:06:14","","357656","16","python"
"35092","Charlie Martin","2018-06-29 13:16:19","United States","364621","16","python"
"28324","Elias Zamaria","2018-05-23 11:45:10","San Francisco, CA","363944","16","python"
"-1","Community","2018-04-11 14:05:21","on the server farm","1205383","16","python"
"-1","Community","2018-06-11 03:20:52","on the server farm","839994","16","python"
"-1","Community","2018-06-11 03:21:36","on the server farm","720113","16","python"
"-1","Community","2018-04-16 16:06:27","on the server farm","653509","16","python"
"-1","Community","2018-04-11 07:13:04","on the server farm","589284","16","python"
"-1","Community","2018-04-12 16:31:00","on the server farm","474528","16","python"
"-1","Community","2018-04-07 08:09:33","on the server farm","375427","16","python"
"116","Mark Harrison","2018-05-17 11:00:43","Piedmont, CA","437589","16","python"
"437","Patrick McElhaney","2018-06-17 17:13:22","Waxhaw, NC, United States","396421","16","python"
"573","abyx","2018-05-28 14:10:01","Israel","1218933","16","python"
"811","Shog9","2018-05-14 21:13:55","Colorado, United States","1215208","16","python"
"889","Eldila","2018-05-31 07:06:40","Vancouver, Canada","762118","16","python"
"1288","Bill the Lizard","2018-04-05 23:33:37","Charlotte, NC","895371","16","python"
"1288","Bill the Lizard","2018-05-31 01:05:09","Charlotte, NC","459083","16","python"
"1926","Željko Živković","2018-05-27 09:28:50","Niš, Serbia","1227121","16","python"
"2635","mmcdole","2018-06-24 17:24:29","United States","449775","16","python"
"3594","cdleary","2018-04-23 13:28:15","California","713794","16","python"
"7531","jilles de wit","2018-04-04 08:31:52","Europe","549674","16","python"
"7856","Dana","2018-05-27 09:30:53","Winnipeg, Canada","610883","16","python"
"8331","John Carter","2018-06-14 11:58:23","Auckland, New Zealand","1066933","16","python"
"9567","Torsten Marek","2018-05-07 09:33:43","Zurich, Switzerland","514068","16","python"
"11343","CharlesB","2018-05-08 02:24:16","France","1080669","16","python"
"11666","Brutus","2018-04-25 17:17:55","Germany","956867","16","python"
"12460","Gant","2018-06-25 07:13:31","San Jose, CA","1151103","16","python"
"12855","SilentGhost","2018-04-22 15:49:14","","1016814","16","python"
"12855","SilentGhost","2018-04-11 04:37:34","","929777","16","python"
"12855","SilentGhost","2018-05-11 22:06:28","","714475","16","python"
"15055","Claudiu","2018-06-26 06:12:42","San Diego, CA, United States","390852","16","python"
"15622","Paolo Tedesco","2018-04-22 18:53:13","Switzerland","639162","16","python"
"15785","Milen A. Radev","2018-06-30 07:21:46","Bulgaria","1292817","16","python"
"16417","Paolo Bergantino","2018-06-29 04:50:58","Kennewick, WA","622982","16","python"
"16417","Paolo Bergantino","2018-05-05 16:33:25","Kennewick, WA","1129344","16","python"
"19410","Alex Reynolds","2018-06-06 21:40:07","Seattle, WA","1174984","16","python"
"19750","Josh Lee","2018-04-19 21:47:51","Pittsburgh, PA","454725","16","python"
"20267","Zoredache","2018-04-12 14:22:49","Anacortes, WA","383944","16","python"
"20310","Constantin","2018-04-04 03:44:06","","592746","16","python"
"20578","Paul D. Waite","2018-04-24 07:50:23","United Kingdom","499345","16","python"
"20601","Lucas Gabriel Sánchez","2018-04-11 13:11:13","Argentina","575650","16","python"
"20840","Jay","2018-04-26 06:58:49","New Jersey","550009","16","python"
"22185","Ben L","2018-06-15 16:46:55","London, United Kingdom","545387","16","python"
"24587","Georg Schölly","2018-06-17 18:53:37","Liestal, Schweiz","853370","16","python"
"24718","monkut","2018-06-07 15:07:45","Japan","490195","16","python"
"25305","Phillip Whelan","2018-06-01 12:57:52","Vancouver, Canada","1296162","16","python"
"28035","Noah","2018-06-26 11:46:03","United States","514371","16","python"
"28169","unwind","2018-04-29 14:55:39","Stockholm, Sweden","797771","16","python"
"28421","Silfheed","2018-05-16 11:03:43","California","567542","16","python"
"30642","jlpp","2018-04-26 18:18:02","","739260","16","python"
"38140","gotgenes","2018-05-21 02:49:04","Solana Beach, CA, United States","401215","16","python"
"42223","dreftymac","2018-06-02 23:14:52","Earth, USA","534839","16","python"
"42223","dreftymac","2018-04-25 19:36:18","Earth, USA","1020320","16","python"
"44041","Filip Dupanović","2018-05-25 21:19:30","Sarajevo, Bosnia and Herzegovina","710551","16","python"
"44390","mskfisher","2018-05-19 18:28:56","Minneapolis, MN","1263796","16","python"
"47738","rahul","2018-05-23 03:24:20","","1084697","16","python"
"49121","spencewah","2018-05-01 22:32:45","Philadelphia, PA","778202","16","python"
"50525","meade","2018-06-12 05:10:07","New Jersey","1018729","16","python"
"51197","Adam Matan","2018-06-04 13:49:38","Ziqim, Israel","600268","16","python"
"54873","YGA","2018-05-21 15:55:22","","795570","16","python"
"55857","FMc","2018-06-29 17:31:46","United States","575196","16","python"
"59753","Jason Coon","2018-06-25 09:06:40","Albany, NY","835092","16","python"
"60003","womble","2018-04-21 23:33:18","Sydney, Australia","608855","16","python"
"63439","drue","2018-04-05 15:53:53","","1235331","16","python"
"63550","Peter Mortensen","2018-04-20 09:09:41","Gråsten, Denmark","1239035","16","python"
"63550","Peter Mortensen","2018-04-18 01:27:29","Gråsten, Denmark","1191374","16","python"
"63550","Peter Mortensen","2018-05-24 11:39:12","Gråsten, Denmark","1166118","16","python"
"63550","Peter Mortensen","2018-06-03 16:46:08","Gråsten, Denmark","1042778","16","python"
"63550","Peter Mortensen","2018-05-09 15:08:57","Gråsten, Denmark","579687","16","python"
"63550","Peter Mortensen","2018-05-20 13:35:30","Gråsten, Denmark","681953","16","python"
"63550","Peter Mortensen","2018-05-29 10:39:16","Gråsten, Denmark","518021","16","python"
"63550","Peter Mortensen","2018-05-02 04:54:15","Gråsten, Denmark","524797","16","python"
"63550","Peter Mortensen","2018-06-27 01:10:19","Gråsten, Denmark","432112","16","python"
"63550","Peter Mortensen","2018-04-30 10:43:24","Gråsten, Denmark","477096","16","python"
"63550","Peter Mortensen","2018-05-12 15:36:57","Gråsten, Denmark","397148","16","python"
"63550","Peter Mortensen","2018-06-18 15:53:46","Gråsten, Denmark","377454","16","python"
"63550","Peter Mortensen","2018-06-14 10:24:24","Gråsten, Denmark","427102","16","python"
"63550","Peter Mortensen","2018-06-03 12:05:30","Gråsten, Denmark","405516","16","python"
"66475","Bjorn Tipling","2018-06-27 01:57:20","Albany, CA","464342","16","python"
"70157","bignose","2018-05-21 23:37:17","Australia","792721","16","python"
"76701","Ram Rachum","2018-04-14 13:32:59","Tel Aviv, Israel","843671","16","python"
"79168","bias","2018-06-16 15:13:17","","652283","16","python"
"81234","jmlane","2018-06-08 18:48:13","Fredericton, NB, Canada","938733","16","python"
"81636","gatoatigrado","2018-06-29 16:27:48","United States","680826","16","python"
"84042","Emre Erkan","2018-04-27 20:56:57","Istanbul, Turkey","597369","16","python"
"84513","Shekhar","2018-06-19 03:44:36","Pune, Maharashtra, India","927552","16","python"
"86731","BryanWheelock","2018-06-15 14:43:52","Atlanta, GA","1143833","16","python"
"88383","AlbertoPL","2018-06-06 12:43:37","San Francisco, CA, United States","1129091","16","python"
"88851","Bastien Léonard","2018-06-14 16:02:49","Amsterdam, Netherlands","1217251","16","python"
"90777","lfaraone","2018-04-04 14:15:40","San Francisco, CA, United States","1178335","16","python"
"97160","Amro","2018-06-14 14:03:40","","874461","16","python"
"104349","Daniel Roseman","2018-04-03 10:47:36","London, United Kingdom","1288421","16","python"
"109070","hannson","2018-04-25 08:08:27","Iceland","913589","16","python"
"111335","Pavel Minaev","2018-04-26 21:38:50","North Bend, WA","1123000","16","python"
"113962","Alasdair","2018-04-17 19:39:49","Guildford, United Kingdom","923111","16","python"
"114795","Mikhail Korobov","2018-06-29 06:51:43","Yekaterinburg, Russia","401025","16","python"
"118495","priestc","2018-04-10 05:06:31","","722325","16","python"
"120292","Quinn Taylor","2018-06-10 21:56:28","Pleasanton, California, United States","390250","16","python"
"127549","googletorp","2018-05-24 04:45:40","Denmark","1118183","16","python"
"128421","the Tin Man","2018-04-20 22:24:00","Arizona","1187970","16","python"
"128421","the Tin Man","2018-06-28 06:47:20","Arizona","973473","16","python"
"137794","Matt","2018-05-20 23:22:19","Berkeley, CA, United States","1132941","16","python"
"142637","sloth","2018-05-19 07:01:54","","1218710","16","python"
"159447","Breakthrough","2018-05-31 03:00:54","Toronto, Canada","1197172","16","python"
"163809","Stedy","2018-06-19 21:36:26","Seattle, WA","1292630","16","python"
"202229","smci","2018-05-21 06:53:16","Mountain View, CA","682504","16","python"
"215487","Christopher Bottoms","2018-06-12 21:05:08","","748028","16","python"
"216074","poke","2018-05-28 07:26:05","Dortmund, Germany","489269","16","python"
"216356","Noctis Skytower","2018-05-31 10:37:37","Pensacola, FL, United States","711002","16","python"
"239247","anatoly techtonik","2018-05-03 04:51:39","","566746","16","python"
"240633","ergosys","2018-04-23 12:52:06","United States","1170478","16","python"
"242976","cduck","2018-05-06 18:37:14","","1095543","16","python"
"247696","Flimm","2018-04-17 06:35:46","","1180411","16","python"
"257972","FallenAngel","2018-05-23 21:42:50","Izmir, Turkey","902408","16","python"
"270222","HongboZhu","2018-05-15 13:27:57","","1247486","16","python"
"270986","Mark Dickinson","2018-04-04 19:05:00","Cambridge, United Kingdom","439115","16","python"
"274402","Grace Note","2018-05-22 16:20:55","6","1112545","16","python"
"281545","Mr_and_Mrs_D","2018-04-19 14:55:42","Brussels, Belgium","472000","16","python"
"283240","HaskellElephant","2018-06-21 13:34:08","Norway","384076","16","python"
"290182","beldaz","2018-05-21 09:47:02","Sydney, Australia","642763","16","python"
"307705","Mu Mind","2018-06-02 18:53:30","San José, CA","438844","16","python"
"319403","cHao","2018-06-22 09:54:14","Richmond, VA","438894","16","python"
"321731","Tshepang","2018-06-13 18:13:12","Johannesburg, Gauteng, South Africa","458550","16","python"
"321731","Tshepang","2018-05-28 22:29:26","Johannesburg, Gauteng, South Africa","489720","16","python"
"330565","Nikita Rybak","2018-06-15 18:32:53","Sydney, Australia","1281875","16","python"
"355230","martineau","2018-06-01 15:07:19","Seattle, WA","1272138","16","python"
"355230","martineau","2018-05-07 15:27:01","Seattle, WA","480214","16","python"
"355230","martineau","2018-04-19 23:10:42","Seattle, WA","494594","16","python"
"355230","martineau","2018-06-05 11:37:51","Seattle, WA","477486","16","python"
"355230","martineau","2018-06-23 21:00:02","Seattle, WA","464864","16","python"
"355230","martineau","2018-05-26 16:24:46","Seattle, WA","432786","16","python"
"355230","martineau","2018-06-29 21:18:57","Seattle, WA","392160","16","python"
"355230","martineau","2018-06-26 02:56:06","Seattle, WA","582336","16","python"
"355230","martineau","2018-06-10 21:48:51","Seattle, WA","606191","16","python"
"355230","martineau","2018-04-08 19:11:36","Seattle, WA","599953","16","python"
"355230","martineau","2018-04-06 16:06:47","Seattle, WA","723424","16","python"
"355230","martineau","2018-05-23 20:53:16","Seattle, WA","739654","16","python"
"355230","martineau","2018-05-11 19:28:30","Seattle, WA","1024847","16","python"
"355230","martineau","2018-05-23 21:33:25","Seattle, WA","1009860","16","python"
"355230","martineau","2018-06-29 19:55:34","Seattle, WA","1157106","16","python"
"355230","martineau","2018-06-14 06:43:11","Seattle, WA","976882","16","python"
"364696","ShadowRanger","2018-05-25 22:56:50","Columbia, MD","455612","16","python"
"426671","Taryn","2018-05-03 14:14:11","Arizona","986006","16","python"
"440294","Nathan Davis","2018-05-24 20:04:23","Rochester, MN, United States","1165352","16","python"
"445131","Eric Leschinski","2018-06-09 19:41:58","","646644","16","python"
"445131","Eric Leschinski","2018-06-06 18:21:29","","1250103","16","python"
"474189","Duncan Jones","2018-06-05 13:33:18","Cambridge, United Kingdom","826948","16","python"
"492620","Oz123","2018-06-21 05:49:25","","538666","16","python"
"505893","bluish","2018-04-19 06:52:40","Oderzo, TV, Italia","904928","16","python"
"510937","Bakuriu","2018-04-19 04:12:51","Montereale Valcellina (Italy)","914233","16","python"
"534812","jens","2018-05-29 15:20:40","Berlin, Germany","744532","16","python"
"546822","Serjik","2018-05-07 19:25:25","San Francisco, CA, United States","702337","16","python"
"560648","Lightness Races in Orbit","2018-05-03 22:17:10","","764360","16","python"
"562769","Martin Thoma","2018-04-07 20:41:54","München, Deutschland","374626","16","python"
"562769","Martin Thoma","2018-05-30 07:56:26","München, Deutschland","395735","16","python"
"562769","Martin Thoma","2018-06-15 23:21:27","München, Deutschland","1265665","16","python"
"564181","Chris Krycho","2018-05-03 08:23:39","Monument, CO, United States","1264447","16","python"
"590042","Foo Bah","2018-04-11 02:01:11","New York, NY","1093322","16","python"
"600110","Sam Mussmann","2018-04-30 19:56:33","","1189253","16","python"
"604687","Ninjakannon","2018-05-22 18:33:44","UK","991027","16","python"
"664054","WhiteKnight","2018-05-21 23:53:52","London, United Kingdom","573618","16","python"
"671703","pat","2018-06-21 11:09:29","","1233655","16","python"
"792066","Braiam","2018-05-21 18:24:32","Dominican Republic","893053","16","python"
"792066","Braiam","2018-06-29 18:11:43","Dominican Republic","795190","16","python"
"815724","Peter O.","2018-05-28 12:42:08","Watertown, MA","1060279","16","python"
"832230","A-B-B","2018-05-15 20:39:59","","796008","16","python"
"846892","Ashwini Chaudhary","2018-06-02 21:08:15","Bangalore, India","772124","16","python"
"874188","tripleee","2018-04-23 07:23:56","","878972","16","python"
"874188","tripleee","2018-04-24 12:16:10","","1006682","16","python"
"881229","Kara","2018-06-08 02:32:23","Vancouver, Canada","855191","16","python"
"881229","Kara","2018-05-12 12:28:28","Vancouver, Canada","675442","16","python"
"886001","ColdFire","2018-05-25 13:50:01","Paris, France","391237","16","python"
"886001","ColdFire","2018-05-25 13:48:32","Paris, France","384336","16","python"
"895245","Ciro Santilli 新疆改造中心 六四事件 法轮功","2018-04-16 17:34:26","Earth","422140","16","python"
"895245","Ciro Santilli 新疆改造中心 六四事件 法轮功","2018-04-18 15:51:35","Earth","749682","16","python"
"895245","Ciro Santilli 新疆改造中心 六四事件 法轮功","2018-06-13 19:38:52","Earth","1207406","16","python"
"918959","Antti Haapala","2018-05-09 06:09:33","Oulu, Finland","948212","16","python"
"945456","Jeff Bridgman","2018-04-02 16:55:49","Fort Smith, AR","581343","16","python"
"996815","Vertexwahn","2018-04-02 17:21:25","Germany","427453","16","python"
"1033581","Cœur","2018-06-26 10:16:43","Shanghai, China","1031588","16","python"
"1033581","Cœur","2018-06-01 02:39:34","Shanghai, China","886716","16","python"
"1079110","danijar","2018-05-01 12:41:24","London, United Kingdom","1175208","16","python"
"1107398","Chris","2018-05-07 20:41:57","Alaska","946946","16","python"
"1157100","200_success","2018-06-21 13:49:50","Vancouver, Canada","551038","16","python"
"1222951","Aran-Fey","2018-06-20 21:55:48","Austria","423379","16","python"
"1222951","Aran-Fey","2018-05-27 19:00:54","Austria","803616","16","python"
"1222951","Aran-Fey","2018-04-16 14:46:48","Austria","1252218","16","python"
"1240268","Andy Hayden","2018-04-25 20:20:45","San Francisco Bay Area","1024435","16","python"
"1245190","guaka","2018-05-18 07:48:38","","448271","16","python"
"1307905","Anthon","2018-04-06 14:23:55","Germany","513788","16","python"
"1321129","Manav Kataria","2018-04-19 14:30:37","","1253528","16","python"
"1404076","kabirbaidhya","2018-04-12 19:05:25","Kathmandu, Nepal","775351","16","python"
"1433392","Maxime Lorant","2018-05-23 23:06:10","France","466345","16","python"
"1470314","yuvalm2","2018-04-03 14:19:36","","1271378","16","python"
"1558022","alexwlchan","2018-05-08 01:32:22","Cambridge, United Kingdom","1140661","16","python"
"1575281","Dave Hillier","2018-04-07 19:59:17","United Kingdom","893162","16","python"
"1577341","Jacques de Hooge","2018-04-20 07:41:39","Netherlands","683462","16","python"
"1677912","Mogsdad","2018-06-23 20:00:26","","743164","16","python"
"1709587","Mark Amery","2018-04-07 15:41:38","London","930519","16","python"
"1757964","APerson","2018-06-08 18:40:54","United States","930397","16","python"
"1905949","ekad","2018-04-23 10:39:46","Indonesia","421618","16","python"
"1931274","pradyunsg","2018-05-04 13:42:02","Mumbai, India","705434","16","python"
"2038383","spinkus","2018-05-15 12:27:11","Australia","1021464","16","python"
"2046372","Cairnarvon","2018-05-24 15:52:06","Tienen, Belgium","561988","16","python"
"2230844","denfromufa","2018-04-09 12:37:16","United States","1065844","16","python"
"2230844","denfromufa","2018-05-18 00:58:00","United States","1168914","16","python"
"2246344","Sam","2018-05-20 00:12:22","","497426","16","python"
"2285236","user2285236","2018-06-21 02:59:16","","890128","16","python"
"2457666","Victor Odouard","2018-06-15 07:24:52","New York, NY, United States","1294382","16","python"
"2489914","funky-future","2018-04-10 08:38:49","Berlin, Deutschland","1149280","16","python"
"2630337","Robert","2018-06-18 14:19:58","Berlin","378927","16","python"
"2642204","BartoszKP","2018-05-11 04:20:12","Warsaw, Poland","740287","16","python"
"2642204","BartoszKP","2018-06-10 06:20:51","Warsaw, Poland","735975","16","python"
"2642204","BartoszKP","2018-04-09 07:27:29","Warsaw, Poland","920910","16","python"
"2664842","jwarner112","2018-04-17 16:02:08","Pittsburgh, PA","1039711","16","python"
"2781698","Mathias711","2018-04-26 03:27:17","Rotterdam, Netherlands","404744","16","python"
"2928473","smith","2018-05-25 09:00:17","","456672","16","python"
"2956066","kmario23","2018-05-07 10:01:59","Deutschland","1006289","16","python"
"3151415","garg10may","2018-06-29 00:38:59","Mumbai, Maharashtra, India","402504","16","python"
"3204551","Deduplicator","2018-04-07 19:02:15","","1166317","16","python"
"3341331","Rodia","2018-05-03 13:22:02","","700905","16","python"
"3357935","Steven Vascellaro","2018-05-31 13:57:00","Long Island, New York, NY, United States","879732","16","python"
"3474146","alex","2018-05-01 09:02:06","USA","625083","16","python"
"3743216","Jakobovski","2018-05-25 09:35:09","","897792","16","python"
"3885376","ROMANIA_engineer","2018-04-17 02:09:24","Romania","893984","16","python"
"3885376","ROMANIA_engineer","2018-04-17 04:29:48","Romania","1213690","16","python"
"3923281","Alex Riley","2018-06-28 16:54:32","United Kingdom","931092","16","python"
"3923281","Alex Riley","2018-06-06 19:30:01","United Kingdom","962343","16","python"
"3924118","nbro","2018-06-04 03:24:07","","764631","16","python"
"3938208","aL_eX","2018-04-30 00:07:04","United Kingdom","645354","16","python"
"3938208","aL_eX","2018-04-29 22:17:31","United Kingdom","815589","16","python"
