UserId,UserName,Date,Location,PostId,TagId,TagName
"835883","j2emanue","2017-10-16 14:49:21","Toronto, ON, Canada","46769919","97099","android-espresso"
"7128479","grizzthedj","2018-02-03 19:28:59","Toronto, ON, Canada","1188899","16","python"
"7128479","grizzthedj","2018-02-03 19:36:04","Toronto, ON, Canada","1460275","16","python"
"7128479","grizzthedj","2018-05-08 01:50:58","Toronto, ON, Canada","50213057","106833","app-update"
"806808","Andrey Belykh","2017-10-30 14:13:27","Toronto, ON, Canada","18912927","16","python"
"1620792","iankit","2017-07-27 08:29:23","Toronto, ON, Canada","24183053","16","python"
"8210371","Hannan","2018-02-22 17:11:15","Toronto, ON, Canada","48933025","16","python"
"9064103","gambitche2017","2018-02-27 21:53:11","Toronto, ON, Canada","49018481","16","python"
"9095469","Vincent727","2018-03-04 15:59:37","Toronto, ON, Canada","49091423","16","python"
"9374673","Mihai Chelaru","2018-06-18 04:04:51","Toronto, ON, Canada","50902251","16","python"
"835883","j2emanue","2018-04-03 17:31:34","Toronto, ON, Canada","49624742","112107","firebase-authentication"
"806808","Andrey Belykh","2017-11-07 21:59:36","Toronto, ON, Canada","31699961","112973","android-tablayout"
"7359170","Jun An","2017-12-12 17:31:26","Toronto, ON, Canada","44125074","117722","angular-cli"
"222328","wdanda","2017-11-08 14:44:50","Toronto, ON, Canada","47182357","119415","intl-tel-input"
"7128479","grizzthedj","2018-05-28 19:35:58","Toronto, ON, Canada","50566732","183","authentication"
"8427552","I.Oker","2017-08-08 04:53:46","Toronto, ON, Canada","45542290","215","iis"
"4724046","ytutow","2017-08-17 23:24:04","Toronto","45743466","5990","machine-learning"
"4724046","ytutow","2017-08-24 11:05:03","Toronto","45851160","5990","machine-learning"
"4724046","ytutow","2017-11-29 16:10:34","Toronto","47524631","5990","machine-learning"
"4333347","Bolboa","2018-04-01 23:12:30","Toronto, ON, Canada","49592565","5990","machine-learning"
"8210371","Hannan","2017-07-20 23:47:14","Toronto, ON, Canada","45226497","256","postgresql"
"1227152","mustaccio","2018-06-24 17:35:08","Toronto, ON, Canada","5291769","426","processing"
"1007727","Deano","2017-08-28 17:34:13","Toronto, ON, Canada","45924484","68203","phantomjs"
"4463401","Ruan_Lopes","2018-06-19 21:08:02","Toronto, ON, Canada","50928020","73524","android-activity"
"7128479","grizzthedj","2018-05-12 11:40:37","Toronto, ON, Canada","50292435","2548","udp"
"2418066","jeerbl","2017-08-10 18:18:42","Toronto, ON, Canada","45620607","643","iframe"
"9759887","Sophie","2018-05-08 18:13:52","Toronto, ON, Canada","50238756","75553","openpyxl"
"7128479","grizzthedj","2018-05-25 04:22:03","Toronto, ON, Canada","50518847","78022","angularjs"
"8255814","Demirhan Ozel","2017-07-25 15:23:23","Toronto, ON, Canada","45288865","20840","javascript-engine"
"7675202","Mohamed Mohamed","2018-05-29 05:46:38","Toronto, ON, Canada","50571943","79466","firebase"
"7675202","Mohamed Mohamed","2018-06-07 09:01:14","Toronto, ON, Canada","50727697","79466","firebase"
"7128479","grizzthedj","2018-05-25 03:04:36","Toronto, ON, Canada","50401119","23447","cplex"
"1173112","Koray Tugay","2017-11-29 11:41:12","Toronto, ON, Canada","47462965","1002","aop"
"8909734","Alison","2017-11-30 09:10:31","Toronto, ON, Canada","47565899","29071","mongoose"
"835883","j2emanue","2018-06-28 16:49:29","Toronto, ON, Canada","51074028","95694","okhttp"
"3600709","ctwheels","2017-11-14 17:54:44","Toronto, ON, Canada","47232635","1117","xaml"
"7128479","grizzthedj","2018-02-03 19:41:30","Toronto, ON, Canada","1392194","1124","encoding"
"2391990","Zee","2017-07-24 16:33:56","Toronto, ON, Canada","45247577","30131","msxsl"
"1032372","shim","2018-03-05 10:15:12","Toronto, ON, Canada","28671578","104803","xcode6"
"1032372","shim","2018-03-05 10:15:12","Toronto, ON, Canada","28671578","104810","ios8"
"806808","Andrey Belykh","2017-11-18 02:52:00","Toronto, ON, Canada","12568915","4985","image"
"7128479","grizzthedj","2018-02-04 14:32:41","Toronto, ON, Canada","24865219","16","python"
"380579","xil3","2018-04-18 14:55:41","Toronto, ON, Canada","49835107","109148","framework7"
"5954441","Serge Pavlov","2018-05-09 13:22:37","Toronto, ON, Canada","41550563","457","dll"
"9132582","allenski","2018-04-20 21:33:13","Toronto, ON, Canada","38978155","66822","webstorm"
"7128479","grizzthedj","2018-05-08 01:54:07","Toronto, ON, Canada","50220582","14239","mex"
"8195946","Heidi Xiao","2017-11-13 21:38:09","Toronto","47207505","70349","glmnet"
"387169","mhz","2017-11-21 21:09:31","Toronto, ON, Canada","47422328","70409","paper-trail-gem"
"7476167","DigitalDesigner","2017-08-16 01:47:13","Toronto, ON, Canada","45646119","631","foreach"
"4463401","Ruan_Lopes","2018-06-28 01:40:47","Toronto, ON, Canada","51065489","83870","android-support-library"
"8697712","AP-","2017-12-03 17:11:08","Toronto, ON, Canada","46496423","869","charts"
"8184778","Workkkkk","2017-11-13 00:11:12","Toronto, ON, Canada","47255187","869","charts"
"8116140","Linda Badurina","2017-11-09 06:17:02","Toronto, ON, Canada","47195021","49","forms"
"7128479","grizzthedj","2018-02-02 17:47:09","Toronto, ON, Canada","48585332","49","forms"
"1877717","Colin","2018-05-11 14:45:01","Toronto, ON","50277639","908","xcode"
"1032372","shim","2018-05-30 23:16:28","Toronto, ON, Canada","50614492","908","xcode"
"7128479","grizzthedj","2018-04-02 16:03:34","Toronto, ON, Canada","49607727","93514","docusign"
"7359506","Dr. Ikjyot Singh Kohli","2017-08-02 18:44:30","Toronto, ON, Canada","45468531","72","sql-server"
"6701698","Maurício Pontalti Neri","2017-08-03 15:54:53","Toronto, ON, Canada","45486984","72","sql-server"
"6929294","Max Lawnboy","2018-03-22 21:34:57","Toronto, ON, Canada","49438740","1201","routing"
"7090538","Robin","2017-08-08 05:24:06","Toronto, ON, Canada","45559824","1292","static"
"806808","Andrey Belykh","2017-08-03 16:28:40","Toronto, ON, Canada","44729188","34469","visual-c++"
"9164701","ThePashupatee","2018-01-10 18:31:06","Toronto, ON, Canada","48160712","36021","netezza"
"7128479","grizzthedj","2018-04-03 14:46:32","Toronto, ON, Canada","49586015","112137","firebase-database"
"9132582","allenski","2018-04-17 15:50:53","Toronto, ON, Canada","49865852","112137","firebase-database"
"435541","Kumsal Obuz","2018-06-28 07:31:05","Toronto, ON, Canada","9195918","139","string"
"1979013","02fentym","2017-07-18 04:57:13","Toronto","45157228","139","string"
"1412209","Santosh Panda","2017-08-01 22:12:49","Toronto, ON, Canada","45443840","139","string"
"4621324","Axalix","2017-08-11 16:40:36","Toronto","45626038","139","string"
"86689","Neil Anderson","2017-11-22 20:50:29","Toronto, ON, Canada","47443445","139","string"
"6261674","Luke Zhang","2018-01-29 23:27:43","Toronto","48511378","139","string"
"717523","sg7","2018-03-11 20:18:51","Toronto, ON, Canada","49222129","139","string"
"9183344","Idlehands","2018-03-13 21:08:01","Toronto","49265699","139","string"
"8124392","Onur Ozbek","2018-03-26 19:19:01","Toronto, ON, Canada","49433440","139","string"
"717523","sg7","2018-03-30 11:45:19","Toronto, ON, Canada","49573509","139","string"
"2959833","Andi","2018-05-14 12:41:55","Toronto","50329413","139","string"
"3008069","nsid44","2018-03-20 15:07:22","Toronto, ON, Canada","49387012","114755","springfox"
"3910451","django","2017-09-13 20:13:43","Toronto, ON, Canada","46204767","116309","angular2-template"
"4463401","Ruan_Lopes","2017-11-27 21:25:48","Toronto, ON, Canada","39218288","1386","android"
"7090538","Robin","2017-08-08 05:24:06","Toronto, ON, Canada","45559824","1386","android"
"835883","j2emanue","2017-08-10 09:57:36","Toronto, ON, Canada","45604047","1386","android"
"7802778","jParmar","2017-08-17 05:14:33","Toronto, ON, Canada","45725101","1386","android"
"8124392","Onur Ozbek","2017-09-18 05:41:10","Toronto, ON, Canada","46182223","1386","android"
"1227152","mustaccio","2017-08-22 19:01:03","Toronto, ON, Canada","45582152","41127","maven"
"3768332","Jamie Counsell","2017-11-03 15:42:01","Toronto, ON, Canada","46941159","41127","maven"
"383919","coco","2018-02-06 17:45:44","Toronto, ON, Canada","48629338","119908","firebase-remote-config"
"7128479","grizzthedj","2017-12-22 00:12:03","Toronto, ON, Canada","47831550","120010","kubectl"
"717523","sg7","2018-03-30 20:35:51","Toronto, ON, Canada","49575863","1386","android"
"7128479","grizzthedj","2018-04-03 14:46:32","Toronto, ON, Canada","49586015","1386","android"
"7128479","grizzthedj","2018-04-02 11:53:35","Toronto, ON, Canada","49602904","1386","android"
"8124392","Onur Ozbek","2018-04-05 19:44:05","Toronto, ON, Canada","49678664","1386","android"
"6241424","Hongkun Wang","2018-04-14 15:02:06","Toronto, ON, Canada","49823299","1386","android"
